,text,label
239,سبحان الله لا حولا ولا قوه الا بالله  هذه المراه عندها مرض عقلي ماشي كل واحد ما عندوش اطفال ياكل عضو من اولادو او حيوان واش من قلب عندها الله يستر كاين الصلاة والدعاء و خليها على الله يرزق من يشاء,2
240,تعجبني 😘,2
241,خاوتي خياتي لي يحب يعرف مواصفات و أسعار الهواتف في الجزائر 🇩🇿 🇩🇿من هواتف ايفون و سامسونغ و وشاومي أدخلو عندي تلقاو جميع اسعار الهواتف و المواصفات نتاع أي هاتف 🇩🇿❤🇩🇿❤🇩🇿❤🇩🇿❤🇩🇿❤🇩🇿❤🇩🇿😯🇩🇿❤🇩🇿❤❤❤🇩🇿❤🇩🇿❤,1
242,اضربوهم محبوش يترباو قليل عليهم,0
243,نوض تقرا 😊 بارك الله فيك أستاذ جزاك الله الف خير,2
244,إسلام بن عطية مثقف محترم رزين في قمة صوتنا مع صوتك ربي يحفظك من كل سوء تحيا الجزائر الغالية,2
245,ههههاضحك والله ...قناة إعلامية لقوة اقليمية يا جدك ) بنسبة مشاهدة ضئييييلة جدا مقارنة باحرار الجزائر .الثوار الجدد. ماخرجاتش عليكم التكنولوجيا راهي تعري فيكم,0
246,خاوتي أدعولي نبرى من رجلي مرض خطير وربي يحفظكم,2
247,Ay ronya bazaf chaba chkoun romarkaha 😌😌❤❤❤👑👑👑😍😍😍😍😍😍😍😍😍😍,2
248,السلام عليكم خويا جمال فديو الله يبارك عجبني بزاف وزيد كي ما تهدرش فيه اجي سامط وحنا الممتبعين ولفنا بصوتك وينشطنا كي نسمعوه والفديو هدا خاصتو الدرون ويولي يهبل يا محينك المهم ربي يعطيك الصحة ومزيد من الابداع,2
249,يا رب احفظ بلا دنا. Vous honorez l'Algerie,2
250,يودي غلقه هداك بروحه باين انسان ماشي محترم,0
251,مانحملهاش هيام ..بالصح القلب ومايريد....بالباراكا عليهم,0
252,هذا شكون,1
253,costume des annee 1856,0
254,ربي وكيلهم ان شاء الله حقنا اذا ماديناهش فدنيا نديوه فلخرا الحمدلله كاين ربي سبحانوا كل من ارادا شرا فبلادنا ربي يستر بلادنا يحميها من وجوه شر ان شاء الله,0
255,ربي اكون في عون هذه العايله لكن يوجد كثير من المساكن الفارغه في القرى والمداشر القريبه من البرج لماذا لا يبحث عن سكن لايق هناك بد السكن في المقبرة كل الناس تريد السكن في المدينه,2
256,يا رب شعب مذلال و ما يحشمش و لي كيما هذا الشخص هوما لي خسرولنا البلاد,0
257,حيا الله الاحرار اخ مدينة فلاي اذا كان هناك اختراق للحراك من بعض الأجنحة تسمى مناش ماشيين بعيد,2
258,ظهر الفساد في البر و البحر بما كسبت ايدي الناس ليديقهم بعض الذي عملو لعلهم يرجعون,1
259,أناكليتها على يد أخ من تمنراست والله روعة روعة,2
260,Comment ont peut marier une fille a 16 ans n'importe quoi,0
261,سمعتها صدفة في راديو دخلت نشوفها زوييينة بزاف . حسيتهاا... بصح ماشفوهاش وما عشوهاش,2
262,اللهم أسألك يا الله الأحد الصمد الذي لم يلد و لم يولد و لم يكن له كفوا أحد اشفها انت الشافي لا شفاء الا شفائك شفاء لا يغادر سقما و اغفر لها انك انت الغفور الرحيم,2
263,20\20 woow 3erfthoum kaml ms Wlh mashi b sahel Hfada w fhamaa w hmdulh,1
264,خويا انيس والله غير جيت في وقتك راني حاب نشري واحد,1
265,عقلي المتواضع لم يستطع فهم كل ما تتحدث عنه يا ابن ولايتي كم انت كبير,2
266,سلام الله سي امير دز ةلله يحفضك من كل شر اخوك في الله من المغرب.,2
267,شحال صوتك شباب الله يبارك عليك احلام,2
268,خوياا ربي يحفظكم نشالله صحيتو والله غير رحلة فالشبااب ❤🌹 كثرولناا منهم و باارك الله فيكم,2
269,واش حوال الغرب راهم يتبحرو,1
270,الطير الحر كي يطيح ميتخبطش وصاي,1
271,تقريبا راك دير في مشوك من احسن نضيف سكر ومندخلهش في عسل يجي هايل,1
272,فرحان براخس,0
273,ماشاءالله تبارك الله عليك ام وليد وصفاتك الكل هايلة,2
274,Poffffff la mejor,1
275,عندي. كلب لوكان نتبع هدرتك ب 5ملاير منبيعوش وتاع لجدارمية داو عليك بورتي هاذي اكبر كذبة فالعالم,0
276,شكرا على مجهوداتك أستاد,2
277,نور الله قلبك,2
278,مبروك عليك حبيبتي يتستاهلي انك تشاركي في هاذي القناة سميرة tv بالتوفيق ان شاء الله,2
279,مرض كبير باش تروحو للعدو الحقيقي ميساج قوي ولي يفهمو لازم يكون وطني مثل هاذو الابطال رحمهم الله يعني بيها القضاء على الحركة والزواف والمرخس والشكامة وبلاك نزيدهم اسم من عندي هو الديووووثيين لي باع بلادو باع دينو والله اكبر وتحيا الجزائر شامخة شموخ الجبال,2
280,قصفكم أرض جو أو مزالكم تهدرو إرهاب البلاطوهات هههههههههه,0
281,انا اعترض معك اولا الشبكه فقط مثل اي شبكه من الجيل الرابع او الثالث فقط لا غير ولو هي تجسس ما قالت لامريكا اشتري الخدمه ثانيا ليه كل الشركات ترفض لانها مكلفه جدا لازم يحطو الابراج كثيره وقريبه من بعض بالنسبه اتمنى توفر هالشبكه بسرعتها خاصه انها دبل 4+ 100 مره مجرد توضيح محد يقدر يتحكم او ياخذ معلوماتك جوالك محمي,1
282,Khadmou bikoum Al harka wsarakine Bach aderou bikoum Al fawoida,0
283,Elle est très mignonnette et gentille mashalleh maroua ❤️❤️,2
284,الله يحفظك دكتور نضال .,2
285,شكرا دكتور ....كم تمنيت لو كان وقت الحلقة أكثر لنستفيد بشكل اكبر,2
286,رغم أن صوت المرأة عورة ولا يجوز أن تظهر في الفضائيات إلا أن صوتها ليس بالمستوى المطلوب وصوتها أنثوي والقرآن الكريم بصوت الرجال خير,1
287,أخصائية نفسية تباني مهبولة من قعدة تاعك تباني خاصك طبيب .ولازم تعرفي تحتارمي حوار ماشي تزدمي في هدرة . ان شاء الله تكون اخر مرة نشوفك في حصة,0
288,Tozz ya mouzawirine ya diktatouriyine ya lehassine ya mouchawihine li tarikh el djazair wa tarikh fakhamate Chaab wa 45 malioune Djazairi moundhou 1962 ya oubad l'cadre ya houkoumate el cocaïne ya oubad el ouhda4wa5 bidoune chariiya ya sarakine ya nehabine li tharawate el Djazairiyine el hakikiyine el ahrar noubala ya el moustaamirine el djoudoud moundhou 1962,0
289,ولي خدام كل يوم كيفاه يدير,1
290,روعة 😘😘❤️🤣🤣🤣🤣🤣,2
291,Vive Algérie et vive changriha et vive teboun et vive Palestine 🇩🇿🇩🇿🇩🇿🇩🇿💪💪💪💪🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,2
292,تحيا الجزاير و تحيا الجيش الوطني الشعبي,2
293,درس قاسي لمن يقوم بي نصف ثورة و يعود إلى بيته . درس قاسي لمن يثق في الجنرلات  درس قاسي لمن لا يصبر و يثابر. درس قاسي لمن يكرر نفس الخطأ و لا يتعلم من التاريخ .  جزائري مر من هنا وليته لم .,0
294,bla bla bla chitane,0
295,ههههههه يخويا مهابل هههه الله بارك ولاد بلادي يعطيكم الصحةربي وفقكم,2
296,المهم .. روح تعطي,0
297,حكومه. إرهاب. و جنرلاة. كوكايين. ينهبون في. مال الشعب. ولاد. القحاب,0
298,"Bonsoir Amir, je veux vous poser une question ?",1
299,❤️ادعولي ندي الباك يقولو 40 دعوة من غريب مستجابة تعيشو إنشاء الله,2
300,اريد وصفة السكرفاج بالفرينة حوست عليها فاليوتوب ملقيتهاش زيد ديرها من فضلك,1
301,اه سي سمير تنفخ روحك على باباك  وتتنيفق وتضحك في ذيك الضحكة المسمامة يا لطيف  كما تدين تدان رآه عندك زوج اولاد  😡😓😓😡,0
302,زطيلي رئيس بلدية القصبة من نهار قعد في كرسي مزادش بان طاحو عمارات بزاف ولله ما جا وشاف ناس رانا نعانيو منو مهمش سكان لقصبة ويرحل غير لمعريفة ان شاء لله لحكومة تأخد هاد سراق لخاين بي عين الإعتبار,0
303,و الله غير راهم يتمنيكو بشعب عادي,0
304,جيت من زوم,1
305,ربي يرحمو و يجعل مثواه الجنة ان شاء الله يارب,2
306,بارك الله فيك شيخ ثقتنا كبيرة فيك 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,2
307,😂جيت اضحك واطلع,2
308,تركيا والصومال و الباكستان وادربيجان وقظر وليبيا وجيبوتي وروسيا قوه,1
309,تعيشو اكتبولي مقادير البريوشة بعصير البرتقال و الكيك بلا ميزان ( يعني بالعبر مش بالڨرام ) ...تعييييشووو حابة نجربها 😢😢,1
310,هدا وشبيه,1
311,بسم الله ماشاء الله بكم نفتخر هذا ماينقصنا للنهوض بهذا الوطن الذي لا يسلط الضوء على أصحاب الكفاءات  نتمنى لكم التوفيق والنجاح في المستقبل,2
312,طلاب يعني شحات مشتاق يركب في طائرة الله أذلك أكثر من الذل لراك فيه.,0
313,Très bonne.,2
314,ديرلنا مراجعة على poco x3 nfc,1
315,ماجابوهاش الرجال حتى يطببوها النسا لعن الله قوما على راسهم إمرأه,0
316,وجي وحدة كما شابة سهام تشتمهم لا حول ولا قوة الا با الله يارب أحمي أطبائنا,2
317,yawe kiwe,0
318,مشروع راىع ومربح 👍👍👍👍,2
319,مافهمش واش من فائدة من هذو والله غير تبقي مدهوشة جهر بالمعصية اذا ابتليتم بالمعاصي فستترو بالقناة شروق مشي انتي زعمى تقدمي مزامير داود ولا راني غالطة خطر مخي راه حابس,0
320,الحمدلله حمدا كثيرا طيبا مباركا فيه لا بأس طهورا إن شاء الله,2
321,يا واه بصح انا شفتهم يشجعو بلجيكا كونطر لدزاير و يماشجعوناش في كاس افريقيا كانو مع السنغال قلبا وقالبا و سمعناهم بودنيما دزو معاهم محرز هدر الصح روحو تقودو 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿❤️,0
