Unnamed: 0,text,label
337,yal khayen wallah matahchem,0
338,اه يطح سرق شيخ سرق وفي اخر رشو حرش رئس حزب ج ت شهداء ولو الس راق الل خرج سجن حسب الل نعم وكل فضح ربي كبر,0
339,لهم انن سلك حسن ختم,2
340,سطر,2
341,je te déteste ya tahane pedophile ya mediouni rkhiss,0
342,امط ولل صوت زعج وتهدربزاف قلق يمن سمط,0
343,شاء الل لين برك الل بدع رنمج حلى حضر,2
344,خضر برش رخس مين عرف جنبو قلو ربم نقد حفز لنه جمع اجر وبن شيخ وبوحنيكة وهم رخس كثر لطو صرف صحي وال غلقو افم سيد,0
345,منع بيع خدر جزئ سمج ببع جمل يأت خرج هههههههه اسك تقل حرم,0
346,شكر ساذ تحا,2
347,صح لحق شفت صرف لئق خطر ربي يجب خير,0
348,sofiane les hommes les hommes les hommmes سفي خوا احب الل,2
349,شكم جوم,0
350,تهن رءس ادم جزءر جرت,2
351,شكر فدو رئع نصح همة لتى قدم,2
352,bravo toujours debout vive lalgérie libre et démocratie madania machi kasirrna busnasaia ou lalgérie machi milkya ckassa lahyarham chouhada lmaghdorin de aban jusqua boudiaf lutte continue,2
353,تحا اخي خبب لمس جزر,2
354,125 غ رغر زوج غرف كبر سكر رطب زيت زوج غرف كبر بيض كمل خلط كلش فرن حسب حجة خمر حلى غرف صغر 5 غ عمل لمل ثقب رشط نحط معج نزد طبق عجن فوق طيبو حمر درج 180,1
355,مكن كلم,1
356,نمت موك صيب غنة روع كواليس حلى بزف,2
357,عدوى أصل ولد امل اشء الل ومش عنصر,2
358,هوش قدر سؤل يخل ناس قدر يرو امر وضع رهو كرث شفي عيد خصة حكم عبر ولي عدم قدر تسر سؤل يوك حلة تمر هكد بؤر صبح اطر صيح ضرر,1
359,لوم علل دخل لفز خدم خسر,0
360,سي نون رجع شلح طرش,0
361,رضي خئن كتبانل خلع شرول دار بحل هاد خين كري,0
362,تحا امن قرر بلد,2
363,رنمج تفه بقر حلب ميخرجش عليها دور نتو تفه عقد تخلف أهل كهف قلبتو دنا ه جيت نشف حجة متستهال خرو خمج كره تفه كبر شعب غبي تخلف علم,0
364,ربن مهل همل جزر ديم حرض رئس سيس الآ ذوق نفس كاس جزر حرب هلي قسم جزر قدم قرب حال ولل علم,0
365,وهب,2
366,حله2,2
367,لطف زلتو ينو وجه ههههههههههههههه,0
368,عرفو وطن نتوماياو فقو,0
369,بسم الل صلة سلم رسل الل دائ انب لحس قصع نهم همز ون حمر ختف ورء ردع نهم يحب قرر بلد عظم,1
370,ربي رحمو وسع يعط صبر لخل دوج,2
371,فور ولد بلد,2
372,اعط نصف ثقة انس نفس هدف أغزو علم,2
373,maalabalich hahaaaaaaaaaaaaaa jayha sah,2
374,ساذ رجو سبع قبل ابد دول لوغرتمية,1
375,مان يطل قلب رئة أوروب اما رنس رحض سرق,0
376,يرب جبر خطر جمل دمع تحجر صمد وكأ حمل جبل,0
377,ياي علا برك,2
378,لخو طلق علا شوا وفق بدن الل,2
379,ربي كبر قدر شيء,2
380,الل يشف يعف لهم قبل دعئ ايم عظم رفع داء علي سلم امن يرب علم,2
381,alf alf mabrouk ma fille allah yezidek nadjah ala nadjah we taâlouk,2
382,الل لقى,1
383,لطو زوج علا جال رني تبع ربح ذيب علي كيل ارج,2
384,فله حبب كنت هيل هكا خدم كون خفف وعو ولد هلو فوز,2
385,قدر وصل ل2 لاي كثر,1
386,دبز سمن قتل,0
387,وبن لفليطوكس رحم ديكم نمس مين خرج تني,0
388,الل حفظ شاء الل,2
389,ختل عقل ريض كذب,0
390,ولل فهم حجة همو عيش,1
391,ولل بين ولد فمل مسك حمد الل ببا خرج سلم ونا ربي شاء الل يعض خير,2
392,فدو جدد كتى,1
393,رئس حكم يلس ههه يعش وهم,0
394,الل عند علم جوب فضل عند ثلث مرض زمن وفي عمل قلل معندكش عطل استثنائية,1
395,مطلوبمنالاحرارالوحدةالسلمية صبرالثباتلانجاحالحراكالسلمي,1
396,دقق خرج نقش جدد,0
397,منى شاف فرس رجع قنة سمر روع الل يبر,2
398,كذب خبر دستور لان طلب ابراهيمي قدم بدر جمع علماء سلم قدم مبادرةمنظمة جهد قدم مبادرةبن يتر قدم مبادرةلجنة حور رفض حول لفف ثور شاب جبتو حسب روحو جا عرسوالله علم طبل جنة حور خون شعب ارخ سجل صحف عار,0
399,يجي خدم خلطلو رخس,0
400,عرب اخة,2
401,nchlh telah9o w hna rana hena,2
402,تحة جمهور قبيل فخم رىس هني,2
403,la meilleure chanson sms3tha f hyatiii toop mok saib,2
404,الل خسااااارة خدم هدي ماتلقاش شهر يحو قلو وهب برك الل روووع خجم هااايل ستى عيش جزر,2
405,فعل هدا ستا شيت ياعياشةتب عنصر عنصر عصب طلب شعب رحل عسكر عين تبن شعب يصت,0
406,حرم حشم قدر حرم مستوىكيف رقص راة وسط رجل امم ناس اهل جهل خلف وصف يغر الل بقم يغر نفس 2020 مازال جهل,0
407,سبح الل مصااادفة اخي فدت منك يوم أجتاز شهد كلر هاا الن لدي قنة تيب فيد منك مجااال شكر عمق قلب تحة,2
408,vous croyez vraiment cest bensalah qui a suspendu sa retraite pourquoi tu hésite de citer le nom du vrai décideur donc toute ta plaidoirie est un vrai mensonge quen croit pas,0
409,كدب فلج فاء قاع سسه بلد شعب اشي عكم صحب شكر خبث,0
410,حبس ترم حزڨ تحو حدد روحو قودو نتو بلد صهي فتح حدد دخلو سيد محل عندكمش كرم شهم سؤل بقى طرح قتش ولو رجل,0
411,جمل قنة وحل قنة ونا تبع الف شكر سمر امم,2
412,اشء الل رب سرك شيخ,2
413,الل نجح شاء الل وفق جمع,2
414,سلم خوا دين فلايڨولت غرب جمع حدد طحن,0
415,حمد لله سلم الل حفظ وفق شور,2
416,bravo rifka,2
417,هيم نحس هدر تصنع,0
418,هوم هنو منا,0
419,linternet tkoupiwha wetkoul dawlat kanoun,0
420,اعط عنو سيد فضل,1
421,حرز الل حفض الل يحم الل نصر عدو,2
422,قسم بلل بكا كلب حرق ربي فرج ومن القر صغار قلب رفد محا كبار,2
423,نعد نرك ههه,1
424,خبو زيدو عليها,0
425,حبس شهد شيء لمذ زور شيء نتم فعل صحف قفل تسر كلب نبح,0
426,عام فات ربي رحم يرب غضت بزف ربي صبر ديه,2
427,يجب منع سمم سوء رخص وبد رخص,1
428,هههههههههههه هههههههههههه هههههههههههه هههههههههههه هههههههههههه هههههههههههه هههههههههههه هههههههههههه موت ضحك ولل,1
429,خوا جمل ولل انت فخر جزر شاء الل ورب حفض,2
430,غرب علق قوة امر رنس صين دول تقدم جزر عند علق بوليخايو زول طير شكل تقع,1
431,sah f bac,1
432,عطيزم,0
433,سلم اخي انس ريك سونغ m 01s سحق شرء مثل سونغ a10s شكن سحق شرء رد علي اخي رني حتج جبة,1
434,هههههههههه جمع زيطوط,0
435,مافهمتش شرو حصص,0
436,هههههههه اشك ونس طبع ههه كلكم خون ونس راح طبع خدع دول وحد طبع كين صهو جزر,0
437,نحب زوج بزف سكو لقت بزف حجت تمن قلب ربي يخل بعض,2
438,دمع عين ولل فكر صغر اليوم حمد لله يرب رفو موح طلع يفو,0
439,حزب نحى يكف كذب نفق بقى حزب اصل ارخ جيل قدم تحف حرم,0
440,عله كذب عله,0
441,جمل ان شاء الل تكون بخر كوراج,2
442,نحو قاع تبن زور جبه عسكر شرع نحو,0
443,شعب جزر فم قدرش حرر روحو حاب حرر لسط هههههههه ركو م مني رحم ببا,0
444,قصد تطر فى ظل جنرال قهة سكر عدل تلف بنك خورطى,0
445,يعط سكن عندو 6 ولد وام تسم 4سن يجي يبك بتي يقل ديق,0
446,هاد قلش ودن سكر عبريد تسخ طبل عسكر,0
447,عشق قنة مواضيع متع فيد اخي وصل وفق,2
448,يمت يمك حلا جمل شخص شفت نور لطو,2
449,جبدو سمو توع,1
450,شكر كثر عالفيديو هاد اجا قتو اني مو كلر,2
451,شئ جان رنس غبياء il nest même pas capable de prononcer une phrase juste en français cet analphabète et bizarrement est accepté dans un stage question reste posée,0
452,انم امم خلق ان ذهب حلق ذهب اين شرع الل اول لبب الا فكر صبح انم نفس ذوي طبق شرع الل ردع فسد ارض لهم حسن خلق شبب سلم,2
453,امن امن فمك ربي,2
454,هلو ديكم خوت,2
455,rabi yhevdk weld bladi,2
456,حمد لله رجل ازل قيم معو شوفو رجل فحل خلصو شءم زرعاتو فين عصب سنن طول الل تلق سرح سجن ريء ضلم الل رحم شهداء برر لهم نصر قوم ضلم اله الا الل حمد رسل الل صل الل سلم تسل كثر برك الل حرر شرفتو,2
457,كمل قلت صحح للف شدد ناس تمش خبث,0
458,علق مهم جدا اخي امر يخص صوف بن لمن لره هجم حرر وهي اكد دبر خبر وفي هدا يدو اخر لره هجم حرك رشد بقة اضن خبر خطط قتل حصلو حرك رشد وهي رهي غفل ولل علم قرء علق رطج شكر خبر رهي لعب لعب وفي اخر تصف,0
459,جمل لحظ هذي حلق شاف امو وحض ولل فرح بزاففففف يرب جمع يرب اهد طفل رجع رجل بار لمه,2
460,اشء الل خوا جمل ربي قدر,2
461,ايم ناس لاح سيت ايم رمض هيل,2
462,سوولكينع عطي نقش جمعتو تخر رنس,0
463,تمز قبل رية زيغ دعة فرق مالهدف رفع رية حرك الس ميز فرق فرق,0
464,دول تتج علم اخر لبن سود جرى ارخ علم عطلو شيء فرغ,1
465,جمل هدف وخل قلة حيء برك الل,2
466,زدم زدم عيل خرط كلم كلم معجبكش نتا فهم عمى درتو,0
467,فضح جلجل زرب رتب ثني دعر,0
468,شجع قدس شخص قلد نصب رفع ستى عمل وخن سرق قتل قتل 200 الف شخص شعب جزر خصة انه فى صف جيش رنس قبل قلل وضد جهد وضد قلل سحي تفه فسد دفع لمع جعل بطل غور سحق يدل نفق كذب خدع رزق,0
469,dok yechof la video hadi tetnak 3lik yal3atay,0
470,m3amar bel khra na9i rohek 9bel,0
471,نمت عليها,2
472,houkoumete khorti dégage,0
473,bitawfik mabrouk,2
474,تهل خير ساذ ربي نجح شاء الل,2
475,vraiment magnifique bravo,2
476,ولل الل حفض,2
477,ههه بين شمبر,2
478,بزف شبة عقل ترب لاك الل برك عليها بصح صحف ففف وجه قزدر عيت حمل,2
479,همتش رجل يحب طلق طلق عدي راة تحب طلق صعب طلق,1
480,اين سفر عرب اه عذر سفر رنس ههه,1
481,شكر ام ولد وصف هيل ورع بزف,2
482,تحة كبر كبر بطل وتح حرر حرير تلك,2
483,خبب روع روع روع خوا عزز وصل فضل شاء الل,2
484,ربم تطع رؤة لمح عبر قوقل ارث رغم طمس علم,1
485,ربي يشف يعف رجع سال وطن,2
486,لهم اشف شفي شفء الا شفء شفء غدر سقم,2
487,لهم رحم لهم ثبت سؤل عظم الل اجر لهم جعل زله جنة امن يرب علم صلة سلم سيد حمد على اله صحب جمع,2
488,رجء دعمو قنة اجل نجح فضل وليس امر,1
489,جزر حول عجب يدم ناس كره حل عسر ضاق تسع يسر رحم تلو جزر سمى حرس بلل,2
490,frite omelette belbidh crème blehlib,1
491,جمل سلم جمل سلم علم,2
492,حسب الل نعم وكل اخي صبر شاء الل فرج عنك الل حدث امر عجب,2
493,بكر حتم علي شهد لفز جزر معى عئل عمر سمع عرض شخص حكم ورو ركم باغ ورو كينتفرج نڨل بلد رآه ليح خرج شرع نشف عكس خدم زدم ليم رني فرج تيب احي ازل نتو ورو حجة ليح حجة اشي ليح متهدروش عليها هدي قنت بكر نتع دول ككي نرح شفى نشف عجب طبء الل ميخدمو دخل رمل خمج زين شفت بعي لقت شفى فرغ خوا ريض خوا ألم صعب نفس زعف ڨعت نزڨ روح غرف شفى نتع طبء فرع باب لقت طبب يزن معى رمل طبب مخل رضى قايس انش نڨل طبء ولد امل لكن كتر الل ميخدمو كره خدم الآ تبن يدر قان يحم الم يكن احس صلح شفي عقب طبء دين تهو خدم قبل وضع قان يحم طبء يجب صلح ضد حكم جدد لكن نڨل رأي نتع الل يجب خير بلد,1
494,راح صوت قلقو,1
495,نرد فسر حلة وصل جزر فأن سؤل اول اخر ردئ حول بلد سيس سير فشل عدم كفئ حكم جرد طرا ووو خلص كلم نكم ستى طلب قيد بلد حجم جزر,0
496,حكم عنب تقل لتر,1
497,سلم فرق,1
498,قلق هد نشط تبن طلب,0
499,دنياساهلة لخر كفه,1
500,شكن دول تقدم خرج دبب واج كرن كذب تبن جيش خرج شفي يدن مشي دبب كذب,0
501,هدي ظهر اليوم,1
502,ضحكو كمل,1
503,حبب جماهير جزر بدن نزع,2
504,الل رحمو سرح كسكيط بغل قرر سبب حدث شبع قرط بنء يمت مرة احد علم لمد,0
505,هوش امن كذب,0
506,سلم ناس لره شتم ناس عصب حاب بقى يرد دوي لان عصب كبر مول كبر أكبر فخم فتر رهم راد دوي شعب راه فيق عصب جنرال دوي اكي وزر شاب بين خدم مايهدرش كثر ولل بين ولد أمل تحا رجل خلص بلد شهداء شكر,2
507,اخر خوا بدع جمل نزل يدو,2
508,عاش ريف حرر,2
